T:	[18:33:31:516004]	*IDN?	R:	[18:33:31:918201]	ROBOT_PREMO, V1.0
T:	[18:33:31:925505]	*IDN_LASER?	R:	[18:33:32:178722]	LASER_MARKER_PREMO, V1.0
T:	[18:33:59:205280]	STATE?	R:	[18:33:59:210605]	0
T:	[18:36:02:564067]	STATE?	R:	[18:36:02:589814]	0
T:	[18:36:02:610260]	STATE?	R:	[18:36:02:615466]	0
T:	[18:36:02:917669]	STATE?	R:	[18:36:02:922926]	0
T:	[18:36:03:235740]	STATE?	R:	[18:36:03:235889]	0
T:	[18:36:03:553285]	STATE?	R:	[18:36:03:560506]	0
T:	[18:36:03:875432]	STATE?	R:	[18:36:03:890852]	0
T:	[18:36:04:180657]	STATE?	R:	[18:36:04:180792]	0
T:	[18:36:04:485853]	STATE?	R:	[18:36:04:491076]	0
T:	[18:36:04:791829]	STATE?	R:	[18:36:04:791985]	0
T:	[18:36:05:129340]	STATE?	R:	[18:36:05:144681]	0
T:	[18:36:05:445605]	STATE?	R:	[18:36:05:445738]	0
T:	[18:36:05:751756]	STATE?	R:	[18:36:05:751962]	0
T:	[18:36:06:065290]	STATE?	R:	[18:36:06:065520]	0
T:	[18:36:06:395126]	STATE?	R:	[18:36:06:395277]	0
T:	[18:36:06:697552]	STATE?	R:	[18:36:06:697803]	0
T:	[18:36:07:014085]	STATE?	R:	[18:36:07:019320]	0
T:	[18:36:07:328803]	STATE?	R:	[18:36:07:336022]	0
T:	[18:36:07:640687]	STATE?	R:	[18:36:07:645916]	0
T:	[18:36:07:957049]	STATE?	R:	[18:36:07:967357]	0
T:	[18:36:08:262104]	STATE?	R:	[18:36:08:288295]	0
T:	[18:36:08:569023]	STATE?	R:	[18:36:08:569172]	0
T:	[18:36:08:877864]	STATE?	R:	[18:36:08:883094]	0
T:	[18:36:09:181457]	STATE?	R:	[18:36:09:212208]	0
T:	[18:36:09:526598]	STATE?	R:	[18:36:09:526754]	0
T:	[18:36:09:827916]	STATE?	R:	[18:36:09:833158]	0
T:	[18:36:10:132187]	STATE?	R:	[18:36:10:137432]	0
T:	[18:36:10:444215]	STATE?	R:	[18:36:10:444400]	0
T:	[18:36:10:746178]	STATE?	R:	[18:36:10:751490]	0
T:	[18:36:11:048175]	STATE?	R:	[18:36:11:048425]	0
T:	[18:36:11:351293]	STATE?	R:	[18:36:11:351534]	0
T:	[18:36:11:657701]	STATE?	R:	[18:36:11:678310]	0
T:	[18:36:11:959047]	STATE?	R:	[18:36:11:964330]	0
T:	[18:36:12:260278]	STATE?	R:	[18:36:12:265750]	0
T:	[18:36:12:569383]	STATE?	R:	[18:36:12:574625]	0
T:	[18:36:12:871995]	STATE?	R:	[18:36:12:877227]	0
T:	[18:36:13:182282]	STATE?	R:	[18:36:13:197813]	0
T:	[18:36:13:487266]	STATE?	R:	[18:36:13:487419]	0
T:	[18:36:13:788883]	STATE?	R:	[18:36:13:794167]	0
T:	[18:36:14:099901]	STATE?	R:	[18:36:14:106595]	0
T:	[18:36:14:406078]	STATE?	R:	[18:36:14:431571]	0
T:	[18:36:14:715810]	STATE?	R:	[18:36:14:716945]	0
T:	[18:36:15:087590]	STATE?	R:	[18:36:15:092818]	0
T:	[18:36:15:396112]	STATE?	R:	[18:36:15:401337]	0
T:	[18:36:15:746732]	STATE?	R:	[18:36:15:747087]	0
T:	[18:36:16:065429]	STATE?	R:	[18:36:16:065619]	0
T:	[18:36:16:368886]	STATE?	R:	[18:36:16:369029]	0
T:	[18:36:16:673210]	STATE?	R:	[18:36:16:673343]	0
T:	[18:36:16:979435]	STATE?	R:	[18:36:16:979582]	0
T:	[18:36:17:285472]	STATE?	R:	[18:36:17:285609]	0
T:	[18:36:17:590728]	STATE?	R:	[18:36:17:590866]	0
T:	[18:36:17:923323]	STATE?	R:	[18:36:17:948704]	0
T:	[18:36:18:234702]	STATE?	R:	[18:36:18:240025]	0
T:	[18:36:18:541534]	STATE?	R:	[18:36:18:546919]	0
T:	[18:36:18:857286]	STATE?	R:	[18:36:18:862653]	0
T:	[18:36:19:162230]	STATE?	R:	[18:36:19:167460]	0
T:	[18:36:19:498970]	STATE?	R:	[18:36:19:505192]	0
T:	[18:36:19:803028]	STATE?	R:	[18:36:19:808294]	0
T:	[18:36:20:109129]	STATE?	R:	[18:36:20:109481]	0
T:	[18:36:20:424399]	STATE?	R:	[18:36:20:424545]	0
T:	[18:36:20:735924]	STATE?	R:	[18:36:20:736115]	0
T:	[18:36:21:042087]	STATE?	R:	[18:36:21:042234]	0
T:	[18:36:21:344657]	STATE?	R:	[18:36:21:344797]	0
T:	[18:36:21:655810]	STATE?	R:	[18:36:21:655960]	0
T:	[18:36:21:971378]	STATE?	R:	[18:36:21:976616]	0
T:	[18:36:22:277394]	STATE?	R:	[18:36:22:282634]	0
T:	[18:36:22:581533]	STATE?	R:	[18:36:22:586786]	0
T:	[18:36:22:882601]	STATE?	R:	[18:36:22:892072]	0
T:	[18:36:23:204098]	STATE?	R:	[18:36:23:209331]	0
T:	[18:36:23:528399]	STATE?	R:	[18:36:23:528547]	0
T:	[18:36:23:829840]	STATE?	R:	[18:36:23:845230]	0
T:	[18:36:24:134027]	STATE?	R:	[18:36:24:139268]	0
T:	[18:36:24:450302]	STATE?	R:	[18:36:24:455538]	0
T:	[18:36:24:753687]	STATE?	R:	[18:36:24:758913]	0
T:	[18:36:25:056861]	STATE?	R:	[18:36:25:062125]	0
T:	[18:36:25:363100]	STATE?	R:	[18:36:25:368338]	0
T:	[18:36:25:690070]	STATE?	R:	[18:36:25:701980]	0
T:	[18:36:25:994235]	STATE?	R:	[18:36:26:020288]	0
T:	[18:36:26:300316]	STATE?	R:	[18:36:26:300486]	0
T:	[18:36:26:605734]	STATE?	R:	[18:36:26:605897]	0
T:	[18:36:26:908578]	STATE?	R:	[18:36:26:913812]	0
T:	[18:36:27:211263]	STATE?	R:	[18:36:27:221544]	0
T:	[18:36:27:520078]	STATE?	R:	[18:36:27:527476]	0
T:	[18:36:27:825976]	STATE?	R:	[18:36:27:841695]	0
T:	[18:36:28:128802]	STATE?	R:	[18:36:28:134038]	0
T:	[18:36:28:437588]	STATE?	R:	[18:36:28:437729]	0
T:	[18:36:28:741278]	STATE?	R:	[18:36:28:741416]	0
T:	[18:36:29:056647]	STATE?	R:	[18:36:29:061876]	0
T:	[18:36:29:360247]	STATE?	R:	[18:36:29:365488]	0
T:	[18:36:29:668281]	STATE?	R:	[18:36:29:684084]	0
T:	[18:36:29:974572]	STATE?	R:	[18:36:29:974764]	0
T:	[18:36:30:276093]	STATE?	R:	[18:36:30:276225]	0
T:	[18:36:30:590562]	STATE?	R:	[18:36:30:590706]	0
T:	[18:36:30:894783]	STATE?	R:	[18:36:30:894925]	0
T:	[18:36:31:235283]	STATE?	R:	[18:36:31:245586]	0
T:	[18:36:31:541448]	STATE?	R:	[18:36:31:546667]	0
T:	[18:36:31:851799]	STATE?	R:	[18:36:31:857037]	0
T:	[18:36:32:159867]	STATE?	R:	[18:36:32:160048]	0
T:	[18:36:32:481255]	STATE?	R:	[18:36:32:481403]	0
T:	[18:36:32:784340]	STATE?	R:	[18:36:32:784534]	0
T:	[18:36:33:108849]	STATE?	R:	[18:36:33:129960]	0
