T:	[08:23:37:965049]	*IDN?	R:	[08:23:38:132565]	ROBOT_PREMO, V1.0
T:	[08:23:38:143272]	DUT_SERIAL_NB?	R:	[08:23:38:284162]	22\07\0912358

T:	[08:23:38:294663]	*IDN_LASER?	R:	[08:23:38:415967]	LASER_MARKER_PREMO, V1.0
T:	[08:24:27:459593]	STATE?	R:	[08:24:27:485098]	0
T:	[08:27:58:751898]	STATE?	R:	[08:27:58:752041]	1
T:	[08:27:58:783319]	STATE?	R:	[08:27:58:788520]	1
T:	[08:27:59:128710]	STATE?	R:	[08:27:59:133921]	1
T:	[08:27:59:139901]	MoveFromInpToHiPot	R:	[08:27:59:166650]	ACK
T:	[08:27:59:475832]	STATE?	R:	[08:27:59:476099]	1
T:	[08:27:59:779497]	STATE?	R:	[08:27:59:779974]	1
T:	[08:28:00:083950]	STATE?	R:	[08:28:00:084084]	1
T:	[08:28:00:388169]	STATE?	R:	[08:28:00:398650]	1
T:	[08:28:00:690296]	STATE?	R:	[08:28:00:690446]	1
T:	[08:28:00:994689]	STATE?	R:	[08:28:00:994885]	1
T:	[08:28:01:300437]	STATE?	R:	[08:28:01:300580]	1
T:	[08:28:01:602705]	STATE?	R:	[08:28:01:602868]	1
T:	[08:28:01:908627]	STATE?	R:	[08:28:01:920334]	1
T:	[08:28:02:214413]	STATE?	R:	[08:28:02:224824]	0
T:	[08:28:02:531680]	STATE?	R:	[08:28:02:536922]	0
T:	[08:28:02:837433]	STATE?	R:	[08:28:02:837574]	0
T:	[08:28:03:143899]	STATE?	R:	[08:28:03:149113]	0
T:	[08:28:03:445633]	STATE?	R:	[08:28:03:445910]	0
T:	[08:28:03:749453]	STATE?	R:	[08:28:03:754688]	0
T:	[08:28:04:066239]	STATE?	R:	[08:28:04:071474]	0
T:	[08:28:04:372646]	STATE?	R:	[08:28:04:377917]	0
T:	[08:28:04:678912]	STATE?	R:	[08:28:04:684148]	0
T:	[08:28:04:985077]	STATE?	R:	[08:28:04:990445]	0
T:	[08:28:05:304912]	STATE?	R:	[08:28:05:305045]	0
T:	[08:28:05:607496]	STATE?	R:	[08:28:05:607872]	0
T:	[08:28:05:919752]	STATE?	R:	[08:28:05:924988]	0
T:	[08:28:06:223697]	STATE?	R:	[08:28:06:228924]	1
T:	[08:28:06:525979]	STATE?	R:	[08:28:06:526293]	1
T:	[08:28:06:831138]	STATE?	R:	[08:28:06:836353]	1
T:	[08:28:07:136747]	STATE?	R:	[08:28:07:142033]	1
T:	[08:28:07:439963]	STATE?	R:	[08:28:07:440106]	1
T:	[08:28:07:741912]	STATE?	R:	[08:28:07:757667]	2
T:	[08:28:08:054108]	STATE?	R:	[08:28:08:054260]	2
T:	[08:28:08:357306]	STATE?	R:	[08:28:08:362508]	3
T:	[08:28:08:660681]	STATE?	R:	[08:28:08:665898]	3
T:	[08:28:08:968043]	STATE?	R:	[08:28:08:968187]	3
T:	[08:28:09:284605]	STATE?	R:	[08:28:09:284746]	3
T:	[08:28:09:587129]	STATE?	R:	[08:28:09:592634]	3
T:	[08:28:09:894780]	STATE?	R:	[08:28:09:895102]	3
T:	[08:28:10:198221]	STATE?	R:	[08:28:10:203447]	3
T:	[08:28:10:503296]	STATE?	R:	[08:28:10:544794]	3
T:	[08:28:10:808681]	STATE?	R:	[08:28:10:819234]	3
T:	[08:28:11:112848]	STATE?	R:	[08:28:11:119969]	3
T:	[08:28:11:418380]	STATE?	R:	[08:28:11:418523]	3
T:	[08:28:11:728622]	STATE?	R:	[08:28:11:728772]	3
T:	[08:28:12:033945]	STATE?	R:	[08:28:12:034092]	3
T:	[08:28:12:348196]	STATE?	R:	[08:28:12:353459]	3
T:	[08:28:12:701092]	STATE?	R:	[08:28:12:701283]	3
T:	[08:28:13:003593]	STATE?	R:	[08:28:13:019106]	3
T:	[08:28:13:310429]	STATE?	R:	[08:28:13:310576]	3
T:	[08:28:13:629448]	STATE?	R:	[08:28:13:634689]	3
T:	[08:28:13:939855]	STATE?	R:	[08:28:13:940002]	3
T:	[08:28:14:241935]	STATE?	R:	[08:28:14:242113]	3
T:	[08:28:14:555679]	STATE?	R:	[08:28:14:556075]	3
T:	[08:28:14:870276]	STATE?	R:	[08:28:14:870410]	3
T:	[08:28:15:176976]	STATE?	R:	[08:28:15:177112]	3
T:	[08:28:15:484740]	STATE?	R:	[08:28:15:490016]	3
T:	[08:28:15:819307]	STATE?	R:	[08:28:15:819441]	3
T:	[08:28:16:140023]	STATE?	R:	[08:28:16:140164]	3
T:	[08:28:16:442861]	STATE?	R:	[08:28:16:443199]	3
T:	[08:28:16:755729]	STATE?	R:	[08:28:16:760950]	3
T:	[08:28:17:060092]	STATE?	R:	[08:28:17:065310]	3
T:	[08:28:17:368370]	STATE?	R:	[08:28:17:378530]	3
T:	[08:28:17:674265]	STATE?	R:	[08:28:17:684418]	3
T:	[08:28:17:980412]	STATE?	R:	[08:28:17:980594]	3
T:	[08:28:18:283912]	STATE?	R:	[08:28:18:284032]	3
T:	[08:28:18:587246]	STATE?	R:	[08:28:18:592485]	3
T:	[08:28:18:890921]	STATE?	R:	[08:28:18:891073]	3
T:	[08:28:19:196139]	STATE?	R:	[08:28:19:196273]	3
T:	[08:28:19:501449]	STATE?	R:	[08:28:19:512084]	3
T:	[08:28:19:802627]	STATE?	R:	[08:28:19:802751]	3
T:	[08:28:20:105095]	STATE?	R:	[08:28:20:110310]	3
T:	[08:28:20:110419]	MoveFromHiPotToLCR	R:	[08:28:20:280179]	ACK
T:	[08:28:20:588732]	STATE?	R:	[08:28:20:599022]	3
T:	[08:28:20:891675]	STATE?	R:	[08:28:20:891820]	3
T:	[08:28:21:196108]	STATE?	R:	[08:28:21:201535]	3
T:	[08:28:21:501757]	STATE?	R:	[08:28:21:501917]	3
T:	[08:28:21:807923]	STATE?	R:	[08:28:21:813215]	3
T:	[08:28:22:119213]	STATE?	R:	[08:28:22:126691]	3
T:	[08:28:22:430895]	STATE?	R:	[08:28:22:446490]	3
T:	[08:28:22:737072]	STATE?	R:	[08:28:22:742458]	3
T:	[08:28:23:039889]	STATE?	R:	[08:28:23:040035]	3
T:	[08:28:23:346022]	STATE?	R:	[08:28:23:351353]	3
T:	[08:28:23:652212]	STATE?	R:	[08:28:23:657527]	3
T:	[08:28:23:963791]	STATE?	R:	[08:28:23:979419]	3
T:	[08:28:24:268725]	STATE?	R:	[08:28:24:279019]	3
T:	[08:28:24:584397]	STATE?	R:	[08:28:24:594969]	3
T:	[08:28:24:889597]	STATE?	R:	[08:28:24:895088]	3
T:	[08:28:25:196542]	STATE?	R:	[08:28:25:207047]	3
T:	[08:28:25:500028]	STATE?	R:	[08:28:25:505559]	3
T:	[08:28:25:806492]	STATE?	R:	[08:28:25:812005]	3
T:	[08:28:26:112530]	STATE?	R:	[08:28:26:112663]	3
T:	[08:28:26:432372]	STATE?	R:	[08:28:26:453131]	3
T:	[08:28:26:738873]	STATE?	R:	[08:28:26:744159]	3
T:	[08:28:27:054241]	STATE?	R:	[08:28:27:064642]	3
T:	[08:28:27:359261]	STATE?	R:	[08:28:27:359408]	3
T:	[08:28:27:664788]	STATE?	R:	[08:28:27:664934]	3
T:	[08:28:27:971205]	STATE?	R:	[08:28:27:976431]	3
T:	[08:28:28:278390]	STATE?	R:	[08:28:28:283668]	3
T:	[08:28:28:583088]	STATE?	R:	[08:28:28:588390]	3
T:	[08:28:28:889286]	STATE?	R:	[08:28:28:915159]	3
T:	[08:28:29:201716]	STATE?	R:	[08:28:29:206953]	3
T:	[08:28:29:505655]	STATE?	R:	[08:28:29:516101]	3
T:	[08:28:29:813866]	STATE?	R:	[08:28:29:814209]	3
T:	[08:28:30:119443]	STATE?	R:	[08:28:30:125648]	3
T:	[08:28:30:431446]	STATE?	R:	[08:28:30:431817]	3
T:	[08:28:30:735790]	STATE?	R:	[08:28:30:741148]	5
T:	[08:28:31:072112]	STATE?	R:	[08:28:31:082861]	5
T:	[08:28:31:385106]	STATE?	R:	[08:28:31:385248]	5
T:	[08:28:31:691174]	STATE?	R:	[08:28:31:706832]	5
T:	[08:28:32:042964]	STATE?	R:	[08:28:32:043094]	5
T:	[08:28:32:396646]	STATE?	R:	[08:28:32:396789]	5
T:	[08:28:32:432845]	MoveFromInpToHiPot	R:	[08:28:32:590414]	ACK
T:	[08:28:32:902719]	STATE?	R:	[08:28:32:903061]	5
T:	[08:28:33:229541]	STATE?	R:	[08:28:33:234874]	5
T:	[08:28:33:536910]	STATE?	R:	[08:28:33:542132]	5
T:	[08:28:33:843098]	STATE?	R:	[08:28:33:853537]	5
T:	[08:28:34:162796]	STATE?	R:	[08:28:34:173149]	5
T:	[08:28:34:465340]	STATE?	R:	[08:28:34:470707]	5
T:	[08:28:34:767430]	STATE?	R:	[08:28:34:767575]	5
T:	[08:28:35:070161]	STATE?	R:	[08:28:35:075379]	5
T:	[08:28:35:376379]	STATE?	R:	[08:28:35:381592]	5
T:	[08:28:35:678246]	STATE?	R:	[08:28:35:678405]	5
T:	[08:28:35:986200]	STATE?	R:	[08:28:35:986344]	5
T:	[08:28:36:288281]	STATE?	R:	[08:28:36:293576]	5
T:	[08:28:36:593175]	STATE?	R:	[08:28:36:593315]	5
T:	[08:28:36:897020]	STATE?	R:	[08:28:36:897164]	4
T:	[08:28:37:198553]	STATE?	R:	[08:28:37:198691]	4
T:	[08:28:37:501521]	STATE?	R:	[08:28:37:506901]	4
T:	[08:28:37:807808]	STATE?	R:	[08:28:37:813110]	4
T:	[08:28:38:110335]	STATE?	R:	[08:28:38:115780]	4
T:	[08:28:38:431948]	STATE?	R:	[08:28:38:437166]	4
T:	[08:28:38:733042]	STATE?	R:	[08:28:38:733197]	4
T:	[08:28:39:038800]	STATE?	R:	[08:28:39:044078]	4
T:	[08:28:39:341106]	STATE?	R:	[08:28:39:346546]	4
T:	[08:28:39:646853]	STATE?	R:	[08:28:39:652069]	4
T:	[08:28:39:954623]	STATE?	R:	[08:28:39:954764]	4
T:	[08:28:40:262077]	STATE?	R:	[08:28:40:272383]	4
T:	[08:28:40:568652]	STATE?	R:	[08:28:40:573880]	4
T:	[08:28:40:874752]	STATE?	R:	[08:28:40:874909]	4
T:	[08:28:41:177944]	STATE?	R:	[08:28:41:178079]	4
T:	[08:28:41:486567]	STATE?	R:	[08:28:41:486759]	4
T:	[08:28:41:788207]	STATE?	R:	[08:28:41:788499]	6
T:	[08:28:42:103882]	STATE?	R:	[08:28:42:109123]	6
T:	[08:28:42:405570]	STATE?	R:	[08:28:42:405933]	6
T:	[08:28:42:712220]	STATE?	R:	[08:28:42:723695]	6
T:	[08:28:42:749458]	MoveFromLCRToPowTow	R:	[08:28:43:024214]	ACK
T:	[08:28:43:335849]	STATE?	R:	[08:28:43:335986]	6
T:	[08:28:43:641751]	STATE?	R:	[08:28:43:641930]	6
T:	[08:28:43:946705]	STATE?	R:	[08:28:43:946867]	6
T:	[08:28:44:255592]	STATE?	R:	[08:28:44:255776]	6
T:	[08:28:44:563814]	STATE?	R:	[08:28:44:569032]	6
T:	[08:28:44:870128]	STATE?	R:	[08:28:44:880413]	6
T:	[08:28:45:176344]	STATE?	R:	[08:28:45:176548]	6
T:	[08:28:45:479598]	STATE?	R:	[08:28:45:479754]	6
T:	[08:28:45:783875]	STATE?	R:	[08:28:45:784010]	6
T:	[08:28:46:086811]	STATE?	R:	[08:28:46:092045]	6
T:	[08:28:46:389820]	STATE?	R:	[08:28:46:390120]	6
T:	[08:28:46:693252]	STATE?	R:	[08:28:46:693392]	6
T:	[08:28:47:002586]	STATE?	R:	[08:28:47:002758]	6
T:	[08:28:47:308750]	STATE?	R:	[08:28:47:326242]	6
T:	[08:28:47:617057]	STATE?	R:	[08:28:47:617204]	6
T:	[08:28:47:922536]	STATE?	R:	[08:28:47:922700]	6
T:	[08:28:48:224116]	STATE?	R:	[08:28:48:229358]	6
T:	[08:28:48:531740]	STATE?	R:	[08:28:48:531898]	6
T:	[08:28:48:842706]	STATE?	R:	[08:28:48:842852]	6
T:	[08:28:49:144558]	STATE?	R:	[08:28:49:150049]	6
T:	[08:28:49:456309]	STATE?	R:	[08:28:49:456453]	6
T:	[08:28:49:768539]	STATE?	R:	[08:28:49:773758]	6
T:	[08:28:50:074855]	STATE?	R:	[08:28:50:074993]	6
T:	[08:28:50:380995]	STATE?	R:	[08:28:50:381132]	6
T:	[08:28:50:686601]	STATE?	R:	[08:28:50:686923]	6
T:	[08:28:50:992864]	STATE?	R:	[08:28:50:998100]	6
T:	[08:28:51:295336]	STATE?	R:	[08:28:51:305668]	6
T:	[08:28:51:598044]	STATE?	R:	[08:28:51:603451]	6
T:	[08:28:51:902777]	STATE?	R:	[08:28:51:902909]	6
T:	[08:28:52:212920]	STATE?	R:	[08:28:52:218151]	6
T:	[08:28:52:519641]	STATE?	R:	[08:28:52:525025]	6
T:	[08:28:52:830421]	STATE?	R:	[08:28:52:846116]	6
T:	[08:28:53:132087]	STATE?	R:	[08:28:53:132350]	6
T:	[08:28:53:453853]	STATE?	R:	[08:28:53:459138]	6
T:	[08:28:53:756843]	STATE?	R:	[08:28:53:756986]	6
T:	[08:28:54:071849]	STATE?	R:	[08:28:54:077073]	10
T:	[08:28:54:413138]	STATE?	R:	[08:28:54:413272]	10
T:	[08:28:54:719440]	STATE?	R:	[08:28:54:724678]	10
T:	[08:28:55:027945]	STATE?	R:	[08:28:55:033163]	10
T:	[08:28:55:328952]	STATE?	R:	[08:28:55:329095]	10
T:	[08:28:55:334512]	MoveFromHiPotToLCR	R:	[08:28:55:659554]	ACK
T:	[08:28:55:959128]	STATE?	R:	[08:28:55:959431]	10
T:	[08:28:56:260530]	STATE?	R:	[08:28:56:260668]	10
T:	[08:28:56:565008]	STATE?	R:	[08:28:56:565449]	10
T:	[08:28:56:867056]	STATE?	R:	[08:28:56:867266]	10
T:	[08:28:57:171831]	STATE?	R:	[08:28:57:172093]	10
T:	[08:28:57:475014]	STATE?	R:	[08:28:57:475248]	10
T:	[08:28:57:776796]	STATE?	R:	[08:28:57:776937]	10
T:	[08:28:58:080799]	STATE?	R:	[08:28:58:080932]	10
T:	[08:28:58:387074]	STATE?	R:	[08:28:58:387258]	10
T:	[08:28:58:693333]	STATE?	R:	[08:28:58:703788]	10
T:	[08:28:58:999551]	STATE?	R:	[08:28:58:999751]	10
T:	[08:28:59:300693]	STATE?	R:	[08:28:59:300888]	10
T:	[08:28:59:614975]	STATE?	R:	[08:28:59:615214]	10
T:	[08:28:59:927856]	STATE?	R:	[08:28:59:938065]	10
